,NAME,AGE,RATING,WAGE,POTENTIAL,VALUE,TOTAL,Acceleration,Aggression,Agility,Balance,ballControll,Composure,Crossing,Defending,Height,Weight,Nationality,position
2592,Diego Oliveira,27,73,16,73,4.8,1769,66,40,59,65,73,70,60,73,179,75,Brazil,ST
2593,E. Andrada,26,73,14,77,4.1,1136,45,22,34,43,20,33,15,53,193,80,Argentina,GK
2594,S. Muwashar,28,73,42,73,4.5,1873,91,63,91,88,73,55,72,93,176,64,Saudi Arabia,LM
2595,J. Silva,23,73,14,78,5,1997,83,82,74,74,73,66,73,213,180,75,Argentina,LB
2596,Jaim Abra,25,73,11,73,3.2,1137,58,27,43,49,21,15,22,52,188,81,Brazil,GK
2597,M. James,25,73,61,75,5.4,1922,65,69,62,70,76,73,70,204,181,86,England,CM CDM
2598,S. Armenteros,27,73,33,73,4.8,1821,68,43,67,75,73,72,63,94,181,80,Sweden,ST
2599,E. Boateng,21,73,22,81,6.7,1851,89,62,90,75,73,64,57,98,175,62,Ghana,ST
2600,Y. ztekin,30,73,55,73,4.2,1882,78,69,79,79,73,65,67,115,179,70,Turkey,RM LM
2601,M. Barrow,24,73,36,76,5.6,1788,93,49,88,84,68,74,60,98,176,63,Gambia,LW RW RM ST
2602,R. Yanbaev,33,73,39,73,1.7,1928,82,69,75,73,68,74,74,212,178,71,Russia,RB LB RM
2603,J. Molina,29,73,52,73,3.5,1951,69,71,70,78,69,70,60,216,186,77,Mexico,CDM CM CB
2604,Lucas Piazon,23,73,92,78,6.2,1822,70,44,74,69,77,79,71,104,182,73,Brazil,LW LM RW
2605,Andr Sousa,26,73,9,73,4.8,1968,68,72,74,65,75,63,69,172,181,78,Portugal,LM CAM CM
2606,Miguel Flao,32,73,12,73,2.6,1708,57,84,63,67,60,64,40,214,177,70,Spain,CB
2607,G. Silva,23,73,18,78,5.1,1823,71,61,67,59,71,71,72,219,185,74,Uruguay,CB LB
2608,Joo Novais,23,73,11,79,6.2,1921,68,48,83,80,75,72,74,138,179,73,Portugal,LW RW CAM
2609,Kim Min Jae,20,73,10,83,6.2,1591,71,78,67,65,47,64,25,217,189,88,Korea Republic,CB
2610,Fbio Pacheco,29,73,11,73,3.5,1871,66,83,65,71,65,70,51,219,180,73,Portugal,CDM
2611,D. Opare,26,73,25,73,3.8,1952,87,82,84,79,71,67,68,214,175,74,Ghana,RB RWB
2612,Daniel Ayala,26,73,19,75,4.5,1686,67,79,62,54,67,65,33,213,190,84,Spain,CB
2613,M. Casco,29,73,22,73,3.4,1976,83,76,82,81,70,65,68,201,170,69,Argentina,LB RB
2614,Freder Cabral,25,73,14,73,3.2,1101,42,22,40,39,21,23,19,40,188,83,Brazil,GK
2615,Mateus,33,73,11,73,2.7,1868,78,66,75,72,68,71,67,98,176,75,Angola,LM RM ST
2616,J. Kirchhoff,26,73,36,74,4.4,1697,65,73,46,34,66,77,56,226,195,90,Germany,CDM CB
2617,Idris,32,73,10,73,2.6,1807,55,87,57,49,66,66,48,209,189,80,Senegal,CDM
2618,T. Lees,26,73,52,74,4.4,1677,61,68,61,68,63,72,63,219,183,73,England,CB
2619,Rodrigo Galo,30,73,1,73,3.2,1941,78,64,72,74,75,63,77,214,174,70,Brazil,RB
2620,E. Krafth,22,73,40,80,5.3,1903,74,70,73,72,68,70,68,224,181,79,Sweden,RB
2621,S. Gomaa,23,73,25,77,5.6,1938,76,76,78,79,76,71,69,168,175,72,Egypt,CM CAM
2622,Diego Gonzlez,22,73,20,81,5.6,1657,67,75,58,49,59,65,70,227,184,86,Spain,CB LB
2623,R. Jack,25,73,47,75,4.6,1871,69,85,77,66,72,75,64,204,182,72,Scotland,CDM CM
2624,M. Luongo,24,73,28,76,5.6,1947,73,76,79,74,71,63,51,215,176,66,Australia,CM CDM
2625,F. Kudryashov,30,73,41,73,3.3,1815,71,71,74,64,69,69,71,221,181,81,Russia,CB LWB
2626,W. Routledge,32,73,64,73,3.5,1786,71,36,77,87,75,69,73,113,170,77,England,RM RW LM
2627,S. Zoller,26,73,39,76,5.6,1769,78,52,73,73,73,66,68,63,179,70,Germany,ST RM
2628,I. Kutepov,23,73,45,81,5.6,1618,32,70,48,55,54,63,34,213,192,83,Russia,CB
2629,B. Watson,31,73,29,73,3,1973,57,61,70,75,76,74,73,206,181,80,England,CDM CM
2630,R. Darts,33,73,5,73,1.7,1984,84,60,89,87,73,65,75,200,170,68,Chile,LB CAM LM
2631,J. St. Juste,20,73,12,80,5.4,1866,84,75,73,64,68,68,53,217,183,71,Netherlands,CB RB
2632,Elias Fontoira,33,73,15,73,1.8,2031,68,65,66,69,75,82,70,204,186,74,Brazil,CDM
2633,L. Crisetig,24,73,44,77,5.6,1859,48,67,67,68,76,72,62,188,183,80,Italy,CM CDM
2634,J. Mari,25,73,21,75,5.4,1846,65,66,70,67,74,74,62,213,177,71,France,CM CDM
2635,R. Benzar,25,73,0,76,0,1849,75,62,79,62,64,67,72,220,180,71,Romania,RB
2636,G. Sertic,27,73,28,73,3.8,2028,65,75,65,65,74,69,72,215,183,76,France,CB CDM
2637,A. Pritchard,24,73,43,78,6.2,1852,77,67,76,85,75,68,70,117,171,62,England,CAM LM
2638,R. Philippoteaux,29,73,11,73,4.4,1813,82,42,80,88,73,66,64,111,170,67,France,LM
2639,Gerson,20,73,45,83,7.3,1845,72,68,75,79,83,68,64,155,184,72,Brazil,CM RW
2640,Gerso,26,73,11,73,4.8,1787,92,60,90,92,71,70,58,110,172,65,Guinea Bissau,RW LW
2641,M. Urruti,26,73,11,74,5.4,1919,78,80,76,77,72,70,36,157,184,74,Argentina,ST
2642,D. Ciofani,31,73,6,73,4,1535,61,66,34,39,68,74,26,42,190,82,Italy,ST
2643,F. Andrijaevi,26,73,24,75,5.4,1921,68,71,53,48,72,71,52,157,186,81,Croatia,CAM CM
2644,L. Ayling,25,73,33,75,4.5,1817,74,65,72,71,68,71,67,216,183,72,England,RB
2645,K. Saief,23,73,21,76,5.6,1937,78,71,75,74,71,67,70,152,176,77,United States,LM
2646,Aarn guez,28,73,12,73,4.5,1878,83,51,84,84,72,71,72,92,170,72,Spain,LM RM CAM
2647,R. Wolski,24,73,10,77,5.6,1806,87,56,82,78,74,70,69,88,180,70,Poland,CAM CM
2648,G. Lux,35,73,11,73,1.1,1132,29,45,38,55,35,43,12,42,185,77,Argentina,GK
2649,Marcos Paneira,29,73,35,73,3.5,1807,59,68,57,61,66,66,61,219,182,73,Brazil,CDM CM RM
2650,K. Bartley,26,73,58,75,4.5,1472,58,81,41,32,64,66,39,215,194,94,England,CB
2651,C. Berra,32,73,10,73,2.6,1515,44,81,37,34,55,55,31,215,191,92,Scotland,CB
2652,K. Monnet-Paquet,28,73,38,73,4.5,1930,83,64,76,70,70,68,73,159,184,81,France,LM RW
2653,A. Najar,24,73,20,77,4.8,2026,80,67,81,82,76,73,71,216,170,70,Honduras,RB RM
2654,E. Kalinski,30,73,24,73,4.1,1937,75,74,71,66,75,66,59,207,170,71,Argentina,CM CDM
2655,K. Lawrence,24,73,8,78,5,1871,88,76,81,71,69,59,67,212,178,73,Jamaica,LB LWB
2656,V. Forren,29,73,9,73,3.5,1770,34,75,49,65,63,73,45,212,186,88,Norway,CB
2657,N. Benezet,26,73,26,73,4.8,1750,78,32,82,86,76,63,72,79,170,65,France,LM RM CAM
2658,F. Diedhiou,24,73,45,77,6.2,1590,55,57,60,58,68,56,33,56,189,80,Senegal,ST
2659,Rubn,33,73,19,73,2.3,1192,38,33,51,52,20,51,12,36,187,81,Spain,GK
2660,Somlia,28,73,32,73,4.5,1965,77,75,72,67,68,73,70,214,180,73,Brazil,RM CM CDM
2661,C. Keer,30,73,0,73,0,1841,73,40,59,78,66,70,67,94,178,71,Romania,ST CF LW
2662,N. Nndez,21,73,20,84,7.8,1916,78,72,74,76,73,73,57,213,171,69,Uruguay,CM CDM RM
2663,G. Johnson,32,73,58,73,2.5,1977,68,69,65,69,77,71,75,219,182,78,England,RB
2664,Andr Geraldes,26,73,16,74,4.3,1809,77,69,76,72,68,64,72,217,181,74,Portugal,RB
2665,Juli Piresinho,29,73,17,73,3.4,1874,64,84,62,61,68,67,75,228,180,82,Brazil,RB
2666,A. Aguilar,32,73,0,73,0,1857,44,84,56,53,68,70,57,206,185,82,Colombia,CDM
2667,S. Rajkovi,28,73,6,73,3.6,1551,53,87,34,42,55,63,39,217,191,88,Serbia,CB
2668,Vinicius Cardenha,25,73,17,73,3.9,1814,66,72,71,55,62,73,74,221,179,73,Brazil,RB CB
2669,Dani Raba,21,73,26,81,6.7,1755,77,50,75,62,75,65,70,119,184,74,Spain,RM CAM LM ST
2670,O. Sorg,27,73,37,73,3.7,1914,75,76,78,82,72,68,68,222,175,75,Germany,RB LB CB
2671,Ral Fernndez,29,73,20,74,3.5,1142,36,21,40,49,14,19,23,33,196,86,Spain,GK
2672,T. Lawrence,23,73,50,79,6.2,1822,76,66,76,74,72,70,73,105,180,75,Wales,LM RM
2673,G. Dorrans,30,73,54,73,4.1,1991,68,66,70,75,72,80,75,172,179,78,Scotland,CM CDM
2674,P. Crouch,36,73,53,73,1.6,1680,31,70,51,28,77,80,59,79,201,75,England,ST
2675,Alberto,32,73,19,73,2.6,1249,62,34,66,50,30,36,25,32,182,77,Spain,GK
2676,Miguel Torres,31,73,23,73,3,1750,58,72,55,63,73,67,71,226,185,74,Spain,CB LB RB
2677,A. Grassi,22,73,50,82,6.7,1918,70,68,67,68,77,66,65,190,183,75,Italy,CM
2678,Rben Micael,30,73,13,73,4.1,1967,69,73,79,74,77,74,76,129,176,70,Portugal,CM
2679,R. Hennings,29,73,33,73,4.5,1875,71,76,64,69,69,69,61,101,180,80,Germany,ST
2680,Kiko Olivas,28,73,11,73,3.6,1659,39,71,52,45,65,66,44,215,189,83,Spain,CB
2681,A. Tuanzebe,19,73,49,84,6.7,1721,74,70,68,64,65,70,42,221,185,72,England,CB CDM RB
2682,F. Tissone,30,73,13,73,3.3,1952,61,76,57,59,74,69,59,201,180,77,Argentina,CDM CM
2683,B. Myhill,34,73,47,73,1.8,1188,41,21,51,48,35,46,11,40,191,92,Wales,GK
2684,N. Pp,22,73,40,81,6.7,1737,89,38,90,75,78,65,66,58,183,73,Ivory Coast,RW ST
2685,Wellington Sabro,33,73,18,73,1.8,1707,63,77,48,55,50,67,51,222,185,81,Brazil,CB LB
2686,L. Donovan,35,73,24,73,2,1872,66,62,64,73,76,75,74,116,173,70,United States,LM ST
2687,Maikel Mesa,26,73,13,75,5.3,1911,70,59,69,65,77,66,58,193,183,72,Spain,CM RM LM CAM
2688,G. Bia,27,73,17,73,4.7,1809,81,23,73,76,70,70,72,54,180,79,Belgium,CAM LM RM
2689,Jason,22,73,22,81,6.7,1837,82,48,78,78,76,63,65,80,178,65,Spain,RM LM
2690,E. Sviatchenko,25,73,47,75,4.6,1790,63,75,71,67,64,72,42,214,184,82,Denmark,CB
2691,A. Rojas,31,73,23,73,3.8,1986,64,68,67,71,76,69,74,184,175,82,Argentina,CM LB LW LM
2692,R. Walter,22,73,29,79,6.2,1919,71,68,76,75,75,75,69,207,174,73,France,CM CDM RM
2693,R. Ortiz,27,73,0,74,0,1966,70,83,80,69,74,61,57,200,174,75,Paraguay,CDM CM
2694,C. Buchtmann,25,73,20,76,5.5,1953,75,63,80,84,74,72,74,174,175,72,Germany,CM
2695,Ricardo Valente,26,73,12,73,4.8,1757,75,74,76,65,75,70,69,53,181,76,Portugal,LM RM ST
2696,Yoon Bo Sang,23,73,4,79,4.5,1137,32,32,48,50,14,23,15,42,184,84,Korea Republic,GK
2697,T. Minamino,22,73,30,80,6.2,1861,85,61,84,79,77,62,67,104,174,67,Japan,CAM ST
2698,B. Nuytinck,27,73,27,75,4.4,1559,44,74,40,38,58,69,30,224,190,82,Netherlands,CB
2699,Y. Sanogo,24,73,30,78,6.2,1693,67,46,58,37,75,70,49,57,191,74,France,ST
2700,B. Afobe,24,73,60,77,6.2,1776,82,60,72,69,72,70,49,60,183,78,DR Congo,ST
2701,M. Kanazaki,28,73,8,73,4.6,1869,82,79,82,68,69,70,67,72,180,70,Japan,ST
2702,N. Silva,27,73,15,73,4.7,1654,88,33,94,94,68,63,69,42,163,58,Argentina,RM CAM LM ST
2703,L. Seijas,31,73,6,73,3.9,1971,71,43,75,76,74,71,77,181,178,71,Venezuela,LM CM
2704,A. alk,23,73,43,78,5.1,1708,66,68,52,74,62,75,40,215,184,77,Turkey,CB
2705,J. Ledley,30,73,52,73,3.3,1964,60,70,58,72,75,78,67,206,183,73,Wales,CDM CM
2706,Rber,22,73,20,82,6.2,1719,65,64,57,64,70,62,52,226,182,74,Spain,CB CDM
2707,A. Isaksson,35,73,4,73,1.1,1099,36,32,28,21,15,67,11,56,196,77,Sweden,GK
2708,Osvaldo Lodeiro,29,73,17,73,3.5,1711,69,71,64,43,63,70,49,225,185,81,Brazil,CB RB LB
2709,E. Muoz,26,73,24,76,4.7,1481,52,78,50,44,53,62,30,226,185,78,Argentina,CB
2710,Mchel,28,73,12,73,4.5,1848,62,64,66,62,79,64,75,137,183,71,Spain,CAM CM
2711,C. Molinaro,33,73,40,73,1.7,1892,67,77,65,68,64,75,76,221,182,82,Italy,LB LM
2712,C. Adam,31,73,64,73,3.8,1992,48,90,55,57,73,67,85,179,185,83,Scotland,CM CDM
2713,T. Ince,25,73,47,76,5.6,1776,80,38,85,81,76,67,71,78,178,66,England,CAM LM RM
2714,A. Byk,29,73,18,73,4.4,1832,76,74,82,84,76,70,62,55,177,78,Turkey,LM ST
2715,David Rodrguez,31,73,14,73,4,1781,78,53,76,63,69,66,67,82,178,75,Spain,ST
2716,A. Cadavid,31,73,5,73,3,1500,45,80,30,54,46,50,36,213,188,87,Colombia,CB
2717,Fabiano Sonta,25,73,16,73,4,1659,47,78,69,71,50,75,39,209,181,82,Brazil,CB CDM
2718,A. Ounas,20,73,50,83,7.3,1878,86,64,88,81,74,65,65,145,172,65,Algeria,RW LM
2719,C. Clemens,25,73,34,73,4.9,1884,83,58,69,72,73,69,68,114,179,79,Germany,RM LM
2720,Clerc,25,73,11,76,4.6,1836,77,58,71,66,69,68,73,205,182,69,Spain,LWB LB LM
2721,Seoane,34,73,10,73,1.4,1802,56,78,58,67,74,75,58,201,179,75,Spain,CDM CM
2722,J. Gomez,20,73,63,85,7.3,1677,78,67,64,66,67,63,65,219,188,77,England,RB CB LB
2723,F. Dionisi,30,73,6,73,4.3,1682,77,52,62,64,69,73,30,70,179,68,Italy,ST LW
2724,H. Harbaoui,32,73,20,73,3.6,1691,60,81,58,56,70,74,61,59,185,81,Tunisia,ST
2725,Rubn Duarte,21,73,18,78,5,1746,69,70,66,68,71,64,74,225,180,75,Spain,LB
2726,J. Djourou,30,73,19,73,3.3,1595,65,74,53,37,43,69,44,226,191,87,Switzerland,CB
2727,Rubn Garca,23,73,22,79,6.2,1875,86,62,83,84,75,71,71,103,171,72,Spain,RM LM CAM
2728,S. Prez,24,73,22,78,6.2,1929,70,60,69,72,76,80,59,208,175,72,Colombia,CM CDM
2729,F. Manrquez,33,73,6,73,2.6,1912,54,67,60,81,76,69,68,197,168,72,Chile,CM CAM
2730,D. Kreilach,28,73,11,73,4.4,1977,57,72,65,62,70,71,56,190,186,83,Croatia,CM CAM CDM
2731,D. Cools,21,73,20,81,6.7,1888,74,72,64,59,71,73,81,215,184,81,Belgium,RM RB LB
2732,Ailton Valpaos,25,73,27,73,4,1866,71,80,67,62,66,72,47,221,186,79,Brazil,CB CDM
2733,Park Joo Ho,30,73,10,73,3.2,1910,75,59,77,77,73,74,71,226,174,71,Korea Republic,LB CM
2734,P. Arajuuri,29,73,22,73,3.5,1495,41,84,40,39,47,67,27,214,193,94,Finland,CB
2735,S. Petrov,26,73,39,74,4.3,1943,75,73,70,75,72,65,46,232,175,71,Russia,LB RB
2736,R. Donk,31,73,51,73,3,1856,52,74,41,39,74,73,61,200,192,80,Netherlands,CDM CM CB
2737,T. Torun,27,73,28,73,4.7,1787,77,39,82,76,74,51,74,55,176,72,Turkey,RM LM
2738,Ddac Vil,28,73,28,73,3.5,1817,72,78,58,51,68,66,70,221,185,75,Spain,LB
2739,T. Xhaka,26,73,36,75,4.5,1973,72,90,69,76,72,73,71,213,172,72,Albania,CDM
2740,Markel Bergara,31,73,29,73,3.8,1946,65,80,60,68,63,63,58,227,181,78,Spain,CM CDM
2741,U. Emanuelson,31,73,14,73,3.8,2033,82,72,88,83,76,76,76,212,176,68,Netherlands,CM LB
2742,M. Kamiski,25,73,24,75,4.6,1845,68,65,62,61,66,58,55,216,192,82,Poland,CB
2743,B. Nivet,40,73,18,73,0,1833,47,58,58,69,77,82,69,157,178,75,France,CAM CM
2744,T. Kalachev,36,73,30,73,1.6,2071,74,76,71,83,76,74,80,211,173,69,Belarus,CF RWB RM
2745,D. Congr,32,73,26,73,2.6,1633,51,74,58,61,70,66,65,221,185,80,France,CB LB LWB
2746,M. Rensing,33,73,22,73,2.3,1139,40,36,47,45,19,59,11,36,191,93,Germany,GK
2747,D. Montenegro,38,73,12,73,1.5,1792,36,55,65,71,84,71,73,91,173,71,Argentina,CAM CM
2748,ngel Rangel,34,73,58,73,1.3,1923,53,68,68,55,75,76,80,230,178,82,Spain,RB
2749,B. Bereszyski,24,73,29,76,4.7,1927,85,74,76,72,70,70,70,212,183,77,Poland,RB
2750,Y. Mokhtar,25,73,13,74,5.3,1810,77,62,81,76,76,69,66,108,179,72,Morocco,LM
2751,O. Nyland,26,73,19,77,4.1,1193,47,26,45,53,23,41,12,38,192,90,Norway,GK
2752,Javi Mrquez,31,73,13,73,3.8,1920,56,76,68,73,80,63,69,178,179,72,Spain,CM CAM CDM
2753,U. Spaji,24,73,20,77,4.9,1695,66,83,65,64,66,64,48,214,184,83,Serbia,CB RB
2754,D. Djen,25,73,22,76,4.7,1738,78,81,77,73,59,64,60,224,176,71,Togo,CB RB
2755,R. Keogh,30,73,52,73,3.3,1684,65,71,61,59,59,69,52,216,188,87,Republic of Ireland,CB
2756,F. Sammaritano,31,73,22,73,3.9,1757,82,59,78,92,74,64,62,49,162,65,France,LM LW RM RW
2757,J. Fernndez,29,73,20,73,4.4,2005,85,69,82,82,72,69,73,187,169,67,Argentina,LM LB
2758,R. Mrquez,38,73,16,73,0.616,1754,31,71,32,64,70,81,51,220,184,75,Mexico,CB CDM
2759,P. Gouano,23,73,17,82,6.2,1533,68,80,55,45,54,65,32,219,186,78,France,CB
2760,C. Domnguez,22,73,47,77,5.6,1832,78,53,74,73,70,70,69,93,179,70,Paraguay,LM CAM RM
2761,S. Prci,23,73,20,77,4.9,1934,62,70,74,67,73,68,71,210,181,73,Bosnia Herzegovina,CDM CM
2762,J. Duque,30,73,15,73,4.3,1710,71,46,66,66,71,79,46,53,183,79,Colombia,ST
2763,Jorge Carvallinho,33,73,19,73,1.8,1734,61,73,45,38,65,72,54,217,189,80,Brazil,CB LB
2764,T. Sainsbury,25,73,20,76,4.7,1814,74,62,67,75,55,70,58,225,184,78,Australia,CB
2765,Edgar I,23,73,33,80,5.4,1807,76,75,70,64,65,67,68,219,178,68,Portugal,CB RB
2766,J. Moreira,27,73,21,73,3.7,1809,85,65,75,75,76,68,78,205,175,75,Paraguay,RB
2767,M. Kerzhakov,30,73,43,73,2.9,1080,38,21,28,31,22,54,20,54,191,82,Russia,GK
2768,Y. Mulumbu,30,73,10,73,4.1,1914,68,76,66,74,74,74,58,211,174,76,DR Congo,CM CDM
2769,A. Esswein,27,73,30,73,4.7,1857,86,76,67,64,72,64,70,80,183,85,Germany,RM LM ST
2770,J. McClean,28,73,67,73,4.5,1990,76,88,75,73,72,65,73,174,180,70,Republic of Ireland,LM
2771,I. Sarr,19,73,15,84,7.3,1690,92,41,79,74,74,70,65,54,185,76,Senegal,LM RM ST
2772,M. Motta,31,73,11,73,2.9,1909,76,78,67,66,70,74,78,211,188,81,Italy,RB RM
2773,J. van Overeem,23,73,11,77,5.6,1826,76,42,82,81,77,67,72,162,181,71,Netherlands,CAM CM LW
2774,M. Mahi,23,73,14,77,6.2,1882,79,56,77,70,77,75,56,97,181,69,Morocco,ST CF LM
2775,I. Lewczuk,32,73,39,73,2.6,1787,54,78,54,64,63,67,67,217,187,85,Poland,CB
2776,I. Uche,33,73,14,73,2.8,1766,74,51,82,66,73,72,60,77,172,70,Nigeria,ST
2777,Welinton,28,73,17,73,3.6,1754,53,79,60,61,54,55,59,223,181,81,Brazil,CB
2778,C. Montes,20,73,38,81,5.6,1746,68,73,71,57,62,74,41,218,191,70,Mexico,CB
2779,M. Radovi,33,73,13,73,2.7,1767,70,58,61,67,72,81,64,100,182,78,Serbia,CAM LM ST
2780,S. Clucas,26,73,64,73,4.7,1933,68,56,66,63,72,69,70,184,188,74,England,CM LM
2781,J. Lewis,29,73,9,73,3,1229,55,34,63,44,21,62,11,43,198,85,England,GK
2782,Oriol Riera,30,73,13,73,4.3,1761,65,73,63,68,68,71,45,69,184,78,Spain,ST
2783,Robson Denho,25,73,27,73,4,1958,66,78,61,64,66,66,65,213,181,78,Brazil,CDM CM
2784,D. Nagbe,26,73,10,73,4.7,1958,84,59,84,81,78,80,51,155,175,75,United States,CM RM CDM
2785,I. Seck,27,73,17,73,3.8,1672,35,78,46,44,68,78,38,202,194,85,Senegal,CDM CM
2786,K. Laimer,20,73,44,81,6.7,1949,75,75,74,69,74,71,64,211,180,68,Austria,CM RB
2787,J. Mii,23,73,15,81,6.7,1948,66,65,71,65,74,72,52,162,187,75,Croatia,CM
2788,S. Bertoli,39,73,6,73,0.302,1104,24,33,38,40,20,34,12,32,185,81,Argentina,GK
2789,B. Dram,31,73,16,73,2.9,1926,75,74,78,73,70,72,72,220,181,74,Senegal,LB LM
2790,Xeka,22,73,37,81,6.7,1817,55,66,60,54,75,66,45,184,186,79,Portugal,CM CDM
2791,M. Rosenberg,34,73,9,73,2.4,1898,65,84,69,63,71,81,69,106,184,81,Sweden,ST
2792,L. Caldirola,26,73,27,75,4.5,1751,64,68,58,53,66,70,62,216,189,79,Italy,CB LB
2793,G. Caprari,23,73,35,80,6.2,1728,91,30,91,89,78,68,66,40,176,72,Italy,CF ST CAM
2794,G. Hauche,30,73,6,73,4.3,1939,89,82,85,75,77,73,73,111,167,73,Argentina,ST LM
2795,B. Chilwell,20,73,44,83,6.2,1893,81,68,72,71,73,69,71,205,178,77,England,LB
2796,M. Milligan,31,73,37,73,3,1974,68,80,64,73,66,78,61,215,178,78,Australia,CDM CB
2797,M. Banguera,31,73,0,73,0,1015,40,30,28,31,12,29,12,44,188,90,Ecuador,GK
2798,A. Andrade,28,73,34,73,4.5,1816,80,35,79,69,75,65,63,89,177,71,Colombia,LM RM
2799,Pedro Rocha,22,73,55,82,6.7,1740,79,42,81,67,72,69,67,91,175,72,Brazil,LW ST LM
2800,K. Long,26,73,49,73,3.9,1630,68,75,61,57,58,65,38,217,190,82,Republic of Ireland,CB
2801,M. Stekelenburg,34,73,67,73,1.8,1134,30,41,30,27,31,60,18,47,197,92,Netherlands,GK
2802,Samir,22,73,23,77,4.9,1613,66,78,50,36,62,65,60,224,189,80,Brazil,CB LB
2803,Y. Boli,29,73,11,73,4.5,1753,89,46,92,69,73,64,50,59,180,75,Ivory Coast,ST
2804,Carlos Hernndez,26,73,11,76,4.7,1626,58,71,50,51,58,64,34,214,185,81,Spain,CB
2805,W. Hennessey,30,73,40,73,2.9,1085,40,21,48,51,12,48,11,46,198,90,Wales,GK
2806,D. Kombarov,30,73,53,73,3.2,2088,75,77,76,72,78,80,72,190,182,72,Russia,LB LWB
2807,M. Jajalo,29,73,6,73,4.3,1974,58,75,70,72,76,66,67,201,182,81,Bosnia Herzegovina,CM CDM
2808,R. Mtanire,27,73,11,73,3.7,1778,80,71,75,75,70,67,65,209,178,74,France,RB
2809,Bustinza,25,73,23,76,4.6,1729,68,71,64,71,69,64,74,218,175,74,Spain,RB CB RWB
2810,Grson Noalha,29,73,22,73,4.5,1839,66,55,76,66,76,71,53,69,178,76,Brazil,ST CAM LM
2811,M. Amalfitano,32,73,26,73,3.5,1935,65,41,73,73,76,77,72,171,176,68,France,RM CM CAM RW
2812,T. Elyounoussi,29,73,13,73,4.4,1890,83,52,90,91,75,69,68,104,172,66,Norway,LM ST RM
2813,A. Gerndt,30,73,12,73,4.3,1860,80,63,73,59,73,68,70,101,184,80,Sweden,ST CAM
2814,L. Ardente,35,73,6,73,1.1,983,25,18,20,16,13,26,13,39,189,81,Argentina,GK
2815,A. Bttner,28,73,14,73,3.5,2061,74,76,70,72,75,66,82,217,174,75,Netherlands,LB
2816,Diego Cavalieri,34,73,40,73,1.8,1081,29,21,40,26,22,42,19,44,191,86,Brazil,GK
2817,Jorge Molina,35,73,21,73,2.1,1686,32,76,39,34,72,73,49,81,188,72,Spain,ST
2818,A. McGregor,35,73,7,73,1.1,1221,33,43,68,51,25,64,11,37,183,84,Scotland,GK
2819,C. Akolo,22,73,26,83,7.3,1736,79,57,78,85,77,64,63,79,172,72,DR Congo,RW CAM ST LW
2820,O. Kaya,31,73,19,73,3.9,1811,71,41,81,82,73,81,78,85,166,66,Belgium,CAM LM CM
2821,F. Coloccini,35,73,15,73,1.1,1804,60,78,55,62,62,75,53,215,184,83,Argentina,CB
2822,K. Mhwald,23,73,14,78,6.2,1902,65,53,73,70,71,73,82,128,183,77,Germany,CAM CM
2823,D. Silva,30,73,6,73,4.1,1935,72,72,76,73,71,75,65,194,175,74,Colombia,CM CAM LM CDM
2824,D. Stotskiy,27,73,27,73,3.7,2026,82,63,91,86,71,69,76,194,171,63,Russia,LWB CM CF RWB
2825,A. Rodrguez,28,73,11,73,4.6,1628,72,73,59,54,74,69,45,58,181,80,Colombia,ST
2826,J. Gralski,24,73,0,77,0,1846,70,90,84,81,68,75,55,210,172,66,Poland,CDM
2827,S. Carson,31,73,42,73,2.7,1183,42,23,38,42,20,32,14,53,190,86,England,GK
2828,A. Ulmer,31,73,31,73,2.9,1875,72,67,73,74,70,69,71,213,175,69,Austria,LB
2829,L. Robles,33,73,8,73,2.3,1179,41,37,46,47,25,50,14,46,185,91,United States,GK
2830,J. Pied,28,73,71,73,3.5,2068,73,77,76,77,75,73,75,213,173,69,France,RB RM LB
2831,M. van der Hoorn,24,73,50,77,4.9,1534,34,64,32,37,54,62,36,223,190,83,Netherlands,CB
2832,A. Paschalakis,27,73,1,74,3.5,1160,53,41,44,59,11,50,12,39,197,92,Greece,GK
2833,G. Shinnie,25,73,9,75,4.6,1921,82,81,76,82,68,75,66,213,175,72,Scotland,CDM LB
2834,C. Mayada,26,73,21,73,3.8,2018,92,61,74,78,69,73,70,197,174,75,Uruguay,RB RM
2835,S. Arfield,28,73,57,73,4.5,2004,70,67,73,78,73,75,74,187,179,80,Canada,LM CM
2836,S. Ribas,29,73,15,73,4.5,1723,69,66,72,49,70,68,40,61,189,80,Uruguay,ST
2837,F. Aguilar,24,73,6,80,5.4,1546,46,58,38,35,61,61,33,216,191,80,Colombia,CB
2838,O. Veigneau,31,73,16,73,2.9,1869,67,72,79,79,69,64,70,229,176,70,France,LB
2839,Ivn Alejo,22,73,19,79,6.2,1783,75,45,75,60,74,61,72,130,184,76,Spain,RM LM CAM RWB
2840,R. Brgerie,30,73,24,73,3.3,1615,56,76,41,38,55,67,34,211,190,90,France,CB
2841,A. El Ghazi,22,73,40,79,6.2,1816,76,55,67,52,75,69,72,63,189,90,Netherlands,RW
2842,Gus Outomouro,33,73,42,73,2.8,1803,76,50,81,83,74,71,62,68,175,73,Brazil,ST LM
2843,A. Smithies,27,73,24,75,3.6,1211,59,37,33,44,23,42,14,44,188,88,England,GK
2844,Filipe Augusto,23,73,11,81,5.6,1949,67,72,71,67,78,77,66,192,183,80,Brazil,CDM CM
